"","Date","Source","Site.ID","POC","Daily.Mean.PM2.5.Concentration","UNITS","DAILY_AQI_VALUE","Site.Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"1","01/05/2017","AQS",490353006,1,5.4,"ug/m3 LC",23,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"2","01/06/2017","AQS",490353006,1,16.3,"ug/m3 LC",60,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"3","01/07/2017","AQS",490353006,1,36.5,"ug/m3 LC",103,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"4","01/10/2017","AQS",490353006,1,1.2,"ug/m3 LC",5,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"5","01/11/2017","AQS",490353006,1,2.4,"ug/m3 LC",10,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"6","01/12/2017","AQS",490353006,1,13.2,"ug/m3 LC",53,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"7","01/13/2017","AQS",490353006,1,18.3,"ug/m3 LC",64,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"8","01/14/2017","AQS",490353006,1,21.8,"ug/m3 LC",71,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"9","01/15/2017","AQS",490353006,1,18.4,"ug/m3 LC",64,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"10","01/16/2017","AQS",490353006,1,20.2,"ug/m3 LC",68,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"11","01/17/2017","AQS",490353006,1,28.9,"ug/m3 LC",86,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"12","01/18/2017","AQS",490353006,1,39.4,"ug/m3 LC",111,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"13","01/19/2017","AQS",490353006,1,38.5,"ug/m3 LC",108,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"14","01/20/2017","AQS",490353006,1,20.1,"ug/m3 LC",68,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"15","01/21/2017","AQS",490353006,1,7.1,"ug/m3 LC",30,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"16","01/22/2017","AQS",490353006,1,3.1,"ug/m3 LC",13,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"17","01/23/2017","AQS",490353006,1,2,"ug/m3 LC",8,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"18","01/24/2017","AQS",490353006,1,4.7,"ug/m3 LC",20,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"19","01/25/2017","AQS",490353006,1,4.6,"ug/m3 LC",19,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"20","01/26/2017","AQS",490353006,1,7.8,"ug/m3 LC",33,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"21","01/27/2017","AQS",490353006,1,13.4,"ug/m3 LC",54,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"22","01/28/2017","AQS",490353006,1,22.7,"ug/m3 LC",73,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"23","01/29/2017","AQS",490353006,1,32.8,"ug/m3 LC",95,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"24","01/30/2017","AQS",490353006,1,41.1,"ug/m3 LC",115,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"25","01/31/2017","AQS",490353006,1,45.5,"ug/m3 LC",126,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"26","02/01/2017","AQS",490353006,1,32.2,"ug/m3 LC",93,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"27","02/02/2017","AQS",490353006,1,42.2,"ug/m3 LC",117,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"28","02/03/2017","AQS",490353006,1,16.8,"ug/m3 LC",61,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"29","02/04/2017","AQS",490353006,1,3.3,"ug/m3 LC",14,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"30","02/05/2017","AQS",490353006,1,3.5,"ug/m3 LC",15,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"31","02/06/2017","AQS",490353006,1,2.9,"ug/m3 LC",12,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"32","02/07/2017","AQS",490353006,1,2.4,"ug/m3 LC",10,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"33","02/09/2017","AQS",490353006,1,2.3,"ug/m3 LC",10,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"34","02/10/2017","AQS",490353006,1,3.7,"ug/m3 LC",15,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"35","02/11/2017","AQS",490353006,1,3.5,"ug/m3 LC",15,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"36","02/12/2017","AQS",490353006,1,4.8,"ug/m3 LC",20,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"37","02/13/2017","AQS",490353006,1,10.6,"ug/m3 LC",44,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"38","02/14/2017","AQS",490353006,1,18.3,"ug/m3 LC",64,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"39","02/15/2017","AQS",490353006,1,20.3,"ug/m3 LC",68,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"40","02/16/2017","AQS",490353006,1,9,"ug/m3 LC",38,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"41","02/17/2017","AQS",490353006,1,9.6,"ug/m3 LC",40,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"42","02/18/2017","AQS",490353006,1,1.9,"ug/m3 LC",8,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"43","02/19/2017","AQS",490353006,1,2.1,"ug/m3 LC",9,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"44","02/20/2017","AQS",490353006,1,1.9,"ug/m3 LC",8,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"45","02/21/2017","AQS",490353006,1,1.7,"ug/m3 LC",7,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"46","02/22/2017","AQS",490353006,1,2.3,"ug/m3 LC",10,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"47","02/25/2017","AQS",490353006,1,3.8,"ug/m3 LC",16,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"48","02/26/2017","AQS",490353006,1,3.3,"ug/m3 LC",14,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"49","02/27/2017","AQS",490353006,1,2.3,"ug/m3 LC",10,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"50","02/28/2017","AQS",490353006,1,3.6,"ug/m3 LC",15,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"51","03/01/2017","AQS",490353006,1,4.1,"ug/m3 LC",17,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"52","03/04/2017","AQS",490353006,1,3.3,"ug/m3 LC",14,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"53","03/05/2017","AQS",490353006,1,4.8,"ug/m3 LC",20,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"54","03/06/2017","AQS",490353006,1,1,"ug/m3 LC",4,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"55","03/07/2017","AQS",490353006,1,1.7,"ug/m3 LC",7,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"56","03/08/2017","AQS",490353006,1,2.6,"ug/m3 LC",11,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"57","03/09/2017","AQS",490353006,1,3.2,"ug/m3 LC",13,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"58","03/10/2017","AQS",490353006,1,4.4,"ug/m3 LC",18,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"59","03/11/2017","AQS",490353006,1,3.9,"ug/m3 LC",16,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"60","03/12/2017","AQS",490353006,1,3,"ug/m3 LC",13,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"61","03/13/2017","AQS",490353006,1,3.3,"ug/m3 LC",14,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"62","03/14/2017","AQS",490353006,1,3.4,"ug/m3 LC",14,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"63","03/15/2017","AQS",490353006,1,4.6,"ug/m3 LC",19,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"64","03/16/2017","AQS",490353006,1,4.1,"ug/m3 LC",17,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"65","03/17/2017","AQS",490353006,1,5.7,"ug/m3 LC",24,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"66","03/18/2017","AQS",490353006,1,5.3,"ug/m3 LC",22,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"67","03/19/2017","AQS",490353006,1,4.5,"ug/m3 LC",19,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"68","03/20/2017","AQS",490353006,1,6.7,"ug/m3 LC",28,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"69","03/21/2017","AQS",490353006,1,7.6,"ug/m3 LC",32,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"70","03/22/2017","AQS",490353006,1,5,"ug/m3 LC",21,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"71","03/23/2017","AQS",490353006,1,3.8,"ug/m3 LC",16,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"72","03/24/2017","AQS",490353006,1,3.9,"ug/m3 LC",16,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"73","03/25/2017","AQS",490353006,1,2.7,"ug/m3 LC",11,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"74","03/26/2017","AQS",490353006,1,2.1,"ug/m3 LC",9,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"75","03/27/2017","AQS",490353006,1,2.5,"ug/m3 LC",10,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"76","03/28/2017","AQS",490353006,1,2.5,"ug/m3 LC",10,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"77","03/29/2017","AQS",490353006,1,3.7,"ug/m3 LC",15,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"78","03/30/2017","AQS",490353006,1,2.6,"ug/m3 LC",11,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"79","03/31/2017","AQS",490353006,1,1.4,"ug/m3 LC",6,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"80","04/01/2017","AQS",490353006,1,2.3,"ug/m3 LC",10,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"81","04/02/2017","AQS",490353006,1,3.2,"ug/m3 LC",13,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"82","04/03/2017","AQS",490353006,1,3.3,"ug/m3 LC",14,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"83","04/04/2017","AQS",490353006,1,2.1,"ug/m3 LC",9,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"84","04/05/2017","AQS",490353006,1,3.7,"ug/m3 LC",15,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"85","04/06/2017","AQS",490353006,1,3.4,"ug/m3 LC",14,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"86","04/07/2017","AQS",490353006,1,5.2,"ug/m3 LC",22,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"87","04/08/2017","AQS",490353006,1,1.8,"ug/m3 LC",8,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"88","04/09/2017","AQS",490353006,1,1.8,"ug/m3 LC",8,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"89","04/10/2017","AQS",490353006,1,3.8,"ug/m3 LC",16,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"90","04/11/2017","AQS",490353006,1,8.2,"ug/m3 LC",34,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"91","04/12/2017","AQS",490353006,1,5.7,"ug/m3 LC",24,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"92","04/13/2017","AQS",490353006,1,6.3,"ug/m3 LC",26,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"93","04/14/2017","AQS",490353006,1,2.2,"ug/m3 LC",9,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"94","04/15/2017","AQS",490353006,1,2.9,"ug/m3 LC",12,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"95","04/16/2017","AQS",490353006,1,5.4,"ug/m3 LC",23,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"96","04/17/2017","AQS",490353006,1,5.7,"ug/m3 LC",24,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"97","04/18/2017","AQS",490353006,1,5.1,"ug/m3 LC",21,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"98","04/19/2017","AQS",490353006,1,4.3,"ug/m3 LC",18,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"99","04/20/2017","AQS",490353006,1,3.9,"ug/m3 LC",16,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"100","04/21/2017","AQS",490353006,1,2.6,"ug/m3 LC",11,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"101","04/22/2017","AQS",490353006,1,3.4,"ug/m3 LC",14,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"102","04/23/2017","AQS",490353006,1,3.9,"ug/m3 LC",16,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"103","04/24/2017","AQS",490353006,1,2.9,"ug/m3 LC",12,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"104","04/25/2017","AQS",490353006,1,1.7,"ug/m3 LC",7,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"105","04/26/2017","AQS",490353006,1,2.6,"ug/m3 LC",11,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"106","04/27/2017","AQS",490353006,1,2.3,"ug/m3 LC",10,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"107","04/28/2017","AQS",490353006,1,2.3,"ug/m3 LC",10,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"108","04/29/2017","AQS",490353006,1,2,"ug/m3 LC",8,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"109","04/30/2017","AQS",490353006,1,2.8,"ug/m3 LC",12,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"110","05/01/2017","AQS",490353006,1,3.5,"ug/m3 LC",15,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"111","05/02/2017","AQS",490353006,1,2.6,"ug/m3 LC",11,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"112","05/03/2017","AQS",490353006,1,3.2,"ug/m3 LC",13,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"113","05/04/2017","AQS",490353006,1,5.5,"ug/m3 LC",23,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"114","05/05/2017","AQS",490353006,1,6.1,"ug/m3 LC",25,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"115","05/06/2017","AQS",490353006,1,5.6,"ug/m3 LC",23,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"116","05/07/2017","AQS",490353006,1,6.4,"ug/m3 LC",27,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"117","05/08/2017","AQS",490353006,1,5.8,"ug/m3 LC",24,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"118","05/09/2017","AQS",490353006,1,5.5,"ug/m3 LC",23,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"119","05/10/2017","AQS",490353006,1,7,"ug/m3 LC",29,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"120","05/11/2017","AQS",490353006,1,7.5,"ug/m3 LC",31,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"121","05/12/2017","AQS",490353006,1,9.2,"ug/m3 LC",38,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"122","05/13/2017","AQS",490353006,1,6.1,"ug/m3 LC",25,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"123","05/14/2017","AQS",490353006,1,5.1,"ug/m3 LC",21,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"124","05/15/2017","AQS",490353006,1,4.9,"ug/m3 LC",20,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"125","05/16/2017","AQS",490353006,1,3.9,"ug/m3 LC",16,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
"126","05/17/2017","AQS",490353006,1,1.4,"ug/m3 LC",6,"Hawthorne",1,100,88101,"PM2.5 - Local Conditions",41620,"Salt Lake City, UT",49,"Utah",35,"Salt Lake",40.736389,-111.872222
